Tornado Number per Year,Year,Month,Day,Date,Time,TimeZone,State,State FIPS Number,Number of Tornado per State per Year,Magnitude,Injuries,Fatalities,Property Loss ($),Crop Loss (millions $),Starting Latitude,Starting Longitude,Ending Latitude,Ending Longitude,Length (miles),Width (yards),fc
462,2000,8,9,8/9/00,17:50:00,3,OH,39,17,1,0,0,0.3,0,38.77,-82.88,38.73,-82.83,2,50,0
479,2000,8,9,8/9/00,18:26:00,3,OH,39,18,1,0,0,0.48,0,38.52,-82.32,38.5,-82.3,2.7,80,0
1041,2000,8,9,8/9/00,18:40:00,3,WV,54,3,0,0,0,0,0,38.52,-81.9,38.52,-81.9,0.3,50,0
1043,2000,8,9,8/9/00,19:20:00,3,WV,54,4,1,0,0,0.2,0,38.23,-82.22,38.23,-82.17,1.5,100,0
483,2000,8,10,8/10/00,16:12:00,3,LA,22,34,0,0,0,0,0,29.95,-90.1,29.95,-90.1,0.1,20,0
495,2000,8,12,8/12/00,11:50:00,3,FL,12,45,0,0,0,0.5,0,28.1,-82.78,28.1,-82.75,2.3,10,0
456,2000,8,13,8/13/00,23:53:00,3,ND,38,23,0,0,0,0.05,0,48.62,-98.02,48.62,-98.02,0.5,50,0
481,2000,8,14,8/14/00,18:16:00,3,MN,27,31,0,0,0,0,0,46.03,-93.28,46.03,-93.28,0.1,20,0
474,2000,8,14,8/14/00,19:10:00,3,WI,55,18,0,0,0,0,0,45.82,-89.6,45.82,-89.6,0.1,20,0
482,2000,8,14,8/14/00,19:35:00,3,WI,55,19,0,0,0,0,0,45.58,-92.45,45.58,-92.45,0.2,20,0
496,2000,8,15,8/15/00,9:30:00,3,FL,12,46,0,0,0,0,0,26.7,-82.15,26.7,-82.15,0.1,0,0
470,2000,8,16,8/16/00,11:35:00,3,CT,9,1,1,0,0,0.01,0,41.9,-72.47,41.9,-72.47,1.5,40,0
471,2000,8,16,8/16/00,13:00:00,3,RI,44,1,0,0,0,0,0,41.85,-71.77,41.85,-71.77,0.2,10,0
478,2000,8,17,8/17/00,16:40:00,3,KY,21,16,0,0,0,0,0,37.17,-83.63,37.17,-83.63,0.1,20,0
403,2000,8,18,8/18/00,13:50:00,3,FL,12,48,0,0,0,0,0,24.68,-81.38,24.68,-81.38,0.1,20,0
465,2000,8,18,8/18/00,14:15:00,3,FL,12,47,0,0,0,0.01,0,30.8,-86.7,30.8,-86.7,0.5,50,0
484,2000,8,20,8/20/00,14:45:00,3,LA,22,35,0,0,0,0,0,30.43,-90.43,30.43,-90.43,0.1,20,0
485,2000,8,20,8/20/00,15:30:00,3,MS,28,22,0,0,0,0,0,30.43,-88.55,30.43,-88.55,0.5,30,0
497,2000,8,21,8/21/00,17:40:00,3,FL,12,49,0,0,0,0.07,0,26.77,-82.25,26.77,-82.27,0.6,10,0
486,2000,8,23,8/23/00,15:20:00,3,LA,22,36,0,1,0,0.01,0,30.48,-89.92,30.48,-89.92,1.5,30,0
463,2000,8,23,8/23/00,17:23:00,3,IL,17,53,1,0,0,0.01,0,40.5,-89.1,40.48,-89.1,0.5,80,0
498,2000,8,24,8/24/00,16:29:00,3,FL,12,50,0,0,0,0,0,27.37,-82.55,27.37,-82.55,0.1,0,0
499,2000,8,25,8/25/00,16:00:00,3,PR,72,2,0,0,0,0.01,0,18.13,-66.28,18.13,-66.28,1,10,0
408,2000,8,28,8/28/00,15:45:00,3,CA,6,7,0,0,0,0,0,34.55,-117.98,34.55,-117.98,0.1,0,0
487,2000,8,30,8/30/00,16:30:00,3,LA,22,37,0,0,0,0,0,30.97,-89.8,30.97,-89.8,0.1,20,0
467,2000,8,30,8/30/00,20:45:00,3,CA,6,8,0,0,0,0,0,33,-115.07,33,-115.07,3,50,0
489,2000,8,31,8/31/00,14:35:00,3,LA,22,38,0,0,0,0,0,30.85,-90.18,30.85,-90.18,0.2,20,0
488,2000,8,31,8/31/00,17:14:00,3,LA,22,39,0,0,0,0,0,29.67,-90.72,29.67,-90.72,0.1,20,0
480,2000,8,31,8/31/00,18:40:00,3,NV,32,2,1,0,0,0,0,37.6,-115.23,37.6,-115.23,1,0,0
500,2000,9,1,9/1/00,16:30:00,3,ID,16,12,0,0,0,0,0,43.55,-113.18,43.55,-113.18,2,10,0
554,2000,9,1,9/1/00,19:43:00,3,CO,8,58,0,0,0,0,0,40.63,-104.4,40.63,-104.4,0.1,20,0
512,2000,9,2,9/2/00,17:25:00,3,MS,28,23,0,0,0,0,0,30.43,-89.08,30.43,-89.08,0.2,20,0
513,2000,9,2,9/2/00,19:29:00,3,MS,28,24,0,0,0,0.03,0,30.38,-89.08,30.38,-89.08,0.2,20,0
516,2000,9,6,9/6/00,9:40:00,3,FL,12,51,0,0,0,0,0,30.25,-81.55,30.25,-81.55,0.1,0,0
515,2000,9,6,9/6/00,9:45:00,3,FL,12,52,0,0,0,0.06,0,30.25,-81.77,30.25,-81.77,0.1,0,0
461,2000,9,8,9/8/00,13:00:00,3,UT,49,2,0,0,0,0,0,37.82,-112.43,37.82,-112.43,2,20,0
521,2000,9,8,9/8/00,14:05:00,3,CO,8,59,1,0,0,0,0,38.93,-108.28,38.93,-108.27,0.4,40,0
522,2000,9,8,9/8/00,17:25:00,3,UT,49,3,0,0,0,0,0,38.77,-109.78,38.82,-109.67,2,30,0
548,2000,9,9,9/9/00,10:35:00,3,FL,12,53,0,0,0,0,0,27.45,-82.62,27.45,-82.62,0.1,0,0
477,2000,9,10,9/10/00,15:10:00,3,MT,30,10,0,0,0,0,0,48.42,-114.33,48.42,-114.33,2,0,0
507,2000,9,11,9/11/00,20:45:00,3,IL,17,54,0,0,0,0,0,40.75,-90.37,40.72,-90.35,0.5,70,0
508,2000,9,13,9/13/00,19:30:00,3,IA,19,43,0,0,0,0,0,43,-94.8,43,-94.8,0.2,20,0
501,2000,9,15,9/15/00,4:20:00,3,NY,36,5,1,0,0,0,0,41.07,-72.42,41.07,-72.42,0.1,20,0
503,2000,9,16,9/16/00,14:15:00,3,FL,12,54,0,0,0,0,0,26.35,-80.08,26.35,-80.08,0.4,10,0
504,2000,9,16,9/16/00,16:15:00,3,FL,12,55,1,0,0,0,0,26.17,-80.25,26.17,-80.25,1,30,0
505,2000,9,16,9/16/00,16:50:00,3,FL,12,56,0,0,0,0,0,26.52,-80.03,26.52,-80.03,0.3,10,0
549,2000,9,17,9/17/00,2:43:00,3,FL,12,57,1,0,0,2,0,26.45,-81.98,26.7,-82.15,18,20,0
552,2000,9,17,9/17/00,3:33:00,3,FL,12,59,1,0,0,1,0,26.45,-82.02,26.63,-82.1,14,60,0
550,2000,9,17,9/17/00,3:43:00,3,FL,12,60,0,0,0,0.14,0,26.9,-82.1,27.23,-81.97,18,0,0
553,2000,9,17,9/17/00,6:15:00,3,FL,12,61,0,0,0,0.03,0,27.3,-81.37,27.5,-81.55,17,0,0
506,2000,9,17,9/17/00,8:15:00,3,FL,12,62,0,0,0,0.05,0,25.98,-80.15,25.98,-80.15,0.2,20,0
1074,2000,9,17,9/17/00,15:45:00,3,FL,12,58,0,0,0,0.01,0,29.07,-80.93,29.07,-80.93,0.5,80,0
520,2000,9,18,9/18/00,6:33:00,3,SC,45,15,1,0,0,0.01,0,33.32,-79.3,33.32,-79.3,0.3,30,0
502,2000,9,18,9/18/00,14:37:00,3,NC,37,20,0,0,0,0,0,34.77,-77.1,34.77,-77.15,0.1,50,0
1050,2000,9,20,9/20/00,17:18:00,3,OH,39,19,4,100,1,15,0,39.65,-83.98,39.73,-83.88,9,500,0
1057,2000,9,20,9/20/00,18:05:00,3,OH,39,20,2,1,0,0.42,0,41.25,-82.7,41.3,-82.62,2.5,100,0
1049,2000,9,20,9/20/00,18:31:00,3,OH,39,22,2,2,0,2,0,40.13,-82.83,40.27,-82.48,21,100,0
1058,2000,9,20,9/20/00,18:51:00,3,OH,39,23,1,0,0,0.15,0,40.4,-82.48,40.4,-82.48,10,70,0
517,2000,9,21,9/21/00,18:00:00,3,CO,8,60,1,0,0,0.05,0,38.47,-102.28,38.4,-102.08,12,100,0
530,2000,9,22,9/22/00,6:05:00,3,FL,12,63,0,0,0,0.03,0,29.88,-84.4,29.88,-84.4,0.3,30,0
531,2000,9,22,9/22/00,6:15:00,3,FL,12,64,1,0,0,0.01,0,29.8,-84.88,29.82,-84.88,0.3,50,0
529,2000,9,22,9/22/00,6:45:00,3,FL,12,65,0,0,0,0.01,0,30.1,-84.48,30.1,-84.48,0.3,30,0
528,2000,9,22,9/22/00,7:55:00,3,FL,12,66,1,0,0,0.17,0,30.25,-84.32,30.28,-84.33,1.5,60,0
514,2000,9,22,9/22/00,9:15:00,3,GA,13,23,0,0,0,0.04,0,31.62,-82.73,31.52,-82.65,0.5,10,0
1060,2000,9,22,9/22/00,12:00:00,3,FL,12,67,0,0,0,0.05,0,30.42,-83.97,30.42,-83.97,0.3,20,0
1061,2000,9,22,9/22/00,12:10:00,3,FL,12,68,0,0,0,0.04,0,30.32,-84.02,30.33,-84,1,40,0
527,2000,9,22,9/22/00,12:55:00,3,FL,12,69,0,0,0,0,0,30.5,-83.68,30.5,-83.68,0.3,20,0
526,2000,9,22,9/22/00,13:00:00,3,GA,13,24,1,0,0,0.2,0,31.6,-83.33,31.63,-83.3,2,50,0
519,2000,9,22,9/22/00,20:50:00,3,GA,13,25,0,0,0,0,0,32.9,-81.85,32.93,-81.87,1,100,0
1054,2000,9,22,9/22/00,21:50:00,3,SC,45,16,1,1,0,0.01,0,33.08,-81.48,33.08,-81.47,1,350,0
1055,2000,9,22,9/22/00,22:30:00,3,SC,45,17,2,5,1,0.29,0,33.08,-81.48,33.12,-81.43,4.8,400,0
1040,2000,9,22,9/22/00,23:25:00,3,SC,45,18,1,0,0,0,0,33.32,-81.15,33.32,-81.15,1,100,0
1051,2000,9,23,9/23/00,15:15:00,3,OH,39,24,0,0,0,0,0,39.77,-82.95,39.77,-82.95,0.1,20,0
1052,2000,9,23,9/23/00,15:45:00,3,OH,39,25,0,0,0,0.03,0,39.72,-82.6,39.72,-82.6,0.5,50,0
1053,2000,9,23,9/23/00,16:15:00,3,OH,39,26,1,0,0,0.15,0,39.72,-82.4,39.72,-82.4,0.2,50,0
476,2000,9,25,9/25/00,18:35:00,3,SC,45,19,0,0,0,0,0,33.52,-81.97,33.52,-81.95,0.3,40,0
562,2000,10,3,10/3/00,11:00:00,3,FL,12,70,1,0,0,0.02,0,25.85,-80.27,25.85,-80.27,0.5,20,0
509,2000,10,3,10/3/00,13:35:00,3,FL,12,71,0,0,0,0,0,25.58,-80.37,25.58,-80.37,0.2,0,0
511,2000,10,3,10/3/00,16:25:00,3,FL,12,72,0,0,0,0,0,25.53,-80.5,25.53,-80.5,0.2,0,0
510,2000,10,3,10/3/00,16:35:00,3,FL,12,73,0,0,0,0,0,25.68,-80.32,25.68,-80.32,0.2,10,0
523,2000,10,5,10/5/00,16:52:00,3,IL,17,55,0,0,0,0,0,37.52,-88.17,37.52,-88.17,0.2,30,0
558,2000,10,6,10/6/00,15:00:00,3,TX,48,118,0,0,0,0,0,27.82,-97.67,27.82,-97.67,0.1,0,0
556,2000,10,9,10/9/00,20:15:00,3,OR,41,2,1,0,0,0.05,0,45.15,-122.62,45.15,-122.62,0.1,70,0
557,2000,10,9,10/9/00,21:10:00,3,OR,41,3,1,0,0,0.04,0,45.32,-122.57,45.32,-122.57,0.1,70,0
1059,2000,10,13,10/13/00,17:45:00,3,IA,19,44,1,0,0,0.08,0,42.83,-94.7,42.93,-94.5,14,50,0
540,2000,10,20,10/20/00,17:35:00,3,KS,20,42,0,0,0,0,0,37.67,-100.12,37.65,-100.13,1,100,0
561,2000,10,21,10/21/00,16:41:00,3,OK,40,39,0,0,0,0,0,34.32,-98.32,34.37,-98.32,4,30,0
559,2000,10,22,10/22/00,11:01:00,3,TX,48,119,0,0,0,0,0,28.8,-97.03,28.8,-97.03,0.3,0,0
560,2000,10,22,10/22/00,11:40:00,3,TX,48,120,0,0,0,0.03,0,32.23,-98.55,32.27,-98.53,2.5,20,0
286,2000,10,22,10/22/00,15:14:00,3,OK,40,40,0,0,0,0,0,35.25,-98.25,35.35,-98.23,4,30,0
524,2000,10,22,10/22/00,15:35:00,3,TX,48,121,0,0,0,0,0,29.8,-97.82,29.8,-97.82,0.2,30,0
318,2000,10,22,10/22/00,16:36:00,3,OK,40,41,0,0,0,0,0,35.53,-98.08,35.53,-98.08,0.2,30,0
969,2000,10,22,10/22/00,17:26:00,3,OK,40,42,0,0,0,0,0,34.68,-96.55,34.72,-96.55,2.5,20,0
285,2000,10,22,10/22/00,18:00:00,3,OK,40,43,0,0,0,0,0,34.82,-96.52,34.82,-96.52,0.1,10,0
935,2000,10,22,10/22/00,18:02:00,3,OK,40,44,1,0,0,0.12,0,35.38,-97.53,35.4,-97.5,1.5,40,0
936,2000,10,22,10/22/00,18:14:00,3,OK,40,45,0,0,0,0.01,0,35.43,-97.5,35.48,-97.52,3,20,0
525,2000,10,23,10/23/00,2:35:00,3,TX,48,122,0,0,0,0.05,0,29.42,-98.63,29.42,-98.63,0.5,100,0
638,2000,10,23,10/23/00,12:36:00,3,NM,35,4,0,0,0,0,0,36.92,-108.18,36.92,-108.18,0.1,20,0
639,2000,10,23,10/23/00,12:51:00,3,NM,35,5,0,0,0,0,0,36.92,-108.18,36.92,-108.18,0.1,20,0
1064,2000,10,23,10/23/00,13:10:00,3,TX,48,123,0,0,0,0.01,0,35.15,-101.75,35.27,-101.73,0.4,50,0
541,2000,10,24,10/24/00,17:30:00,3,KS,20,43,0,0,0,0,0,37.85,-98.75,37.85,-98.75,0.4,40,0
539,2000,10,24,10/24/00,19:10:00,3,TX,48,124,0,0,0,0,0,32.05,-102.08,32.05,-102.08,0.1,50,0
542,2000,10,25,10/25/00,15:26:00,3,KS,20,44,0,0,0,0,0,37.73,-99.8,37.7,-99.83,1.5,150,0
543,2000,10,27,10/27/00,17:13:00,3,KS,20,45,0,0,0,0,0,37.83,-100.4,37.83,-100.4,0.2,80,0
687,2000,10,28,10/28/00,12:20:00,3,KS,20,46,1,0,0,0,0,38.83,-100.48,38.87,-100.48,2,70,0
693,2000,10,28,10/28/00,12:30:00,3,KS,20,47,1,0,0,0,0,38.95,-100.48,38.97,-100.48,1,70,0
700,2000,10,28,10/28/00,12:56:00,3,KS,20,48,0,0,0,0,0,39.22,-100.43,39.23,-100.43,1,50,0
544,2000,10,28,10/28/00,15:12:00,3,KS,20,49,0,0,0,0,0,38.98,-99.92,38.98,-99.92,0.4,70,0
160,2000,10,28,10/28/00,15:32:00,3,KS,20,50,0,0,0,0,0,39.18,-99.98,39.18,-99.98,0.7,50,0
161,2000,10,28,10/28/00,15:50:00,3,KS,20,51,0,0,0,0,0,39.3,-100.02,39.3,-100.02,0.5,50,0
162,2000,10,28,10/28/00,16:51:00,3,KS,20,52,0,0,0,0,0,39.83,-100.07,39.83,-100.07,0.5,50,0
1063,2000,10,28,10/28/00,18:03:00,3,TX,48,125,0,0,0,0,0,30.3,-100.63,30.27,-100.63,3,20,0
1062,2000,10,28,10/28/00,18:25:00,3,TX,48,126,0,0,0,0.01,0,30.37,-100.4,30.37,-100.4,0.1,20,0
1065,2000,10,29,10/29/00,13:25:00,3,NE,31,42,0,0,0,0,0,40.58,-98.23,40.6,-98.23,1,10,0
1066,2000,10,29,10/29/00,13:45:00,3,NE,31,43,0,0,0,0,0,40.77,-98.12,40.78,-98.11,0.5,10,0
1067,2000,10,29,10/29/00,16:07:00,3,NE,31,44,0,0,0,0.04,0,41.22,-97.87,41.32,-97.92,7,40,0
1068,2000,10,29,10/29/00,16:30:00,3,NE,31,45,1,0,0,0.12,0,41.37,-97.87,41.48,-97.83,9,100,0
533,2000,10,29,10/29/00,16:57:00,3,NE,31,46,0,0,0,0.01,0,41.2,-97.28,41.28,-97.25,3,50,0
532,2000,10,29,10/29/00,17:02:00,3,NE,31,47,0,0,0,0,0,40.83,-97.2,40.83,-97.2,0.1,30,0
535,2000,10,29,10/29/00,17:07:00,3,NE,31,48,0,0,0,0.01,0,40.63,-96.22,40.65,-96.22,2.5,50,0
536,2000,10,29,10/29/00,17:14:00,3,NE,31,49,0,0,0,0,0,40.63,-96.23,40.65,-96.23,1,40,0
534,2000,10,29,10/29/00,17:16:00,3,NE,31,50,0,0,0,0.01,0,40.67,-96.27,40.7,-96.27,2,50,0
555,2000,10,29,10/29/00,18:45:00,3,NE,31,51,1,0,0,0.1,0,40.58,-100.08,40.6,-100.07,1,50,0
863,2000,10,31,10/31/00,15:15:00,3,KS,20,53,2,0,0,0,0,39.05,-102.07,39.23,-101.88,12,240,0
1076,2000,10,31,10/31/00,15:16:00,3,KS,20,56,0,0,0,0,0,39.28,-100.87,39.28,-100.87,0.3,50,0
125,2000,10,31,10/31/00,15:53:00,3,KS,20,57,0,0,0,0,0,39.52,-100.75,39.6,-100.63,7.5,70,0
789,2000,10,31,10/31/00,15:54:00,3,KS,20,54,1,0,0,0,0,39.27,-101.88,39.28,-101.88,0.5,100,0
131,2000,10,31,10/31/00,16:01:00,3,KS,20,55,0,0,0,0,0,39.37,-101.8,39.37,-101.8,0.5,100,0
259,2000,10,31,10/31/00,16:38:00,3,KS,20,58,1,0,0,0,0,39.9,-100.42,39.93,-100.35,4,120,0
129,2000,10,31,10/31/00,16:48:00,3,NE,31,52,0,0,0,0,0,40.03,-100.37,40.05,-100.35,3,100,0
42,2000,10,31,10/31/00,17:00:00,3,NE,31,53,1,0,0,0.16,0,40.38,-101.25,40.52,-101.23,9,100,0
730,2000,10,31,10/31/00,17:10:00,3,NE,31,54,0,0,0,0,0,40.25,-100.27,40.3,-100.23,3,70,0
13,2000,10,31,10/31/00,17:38:00,3,NE,31,55,1,0,0,0.25,0,40.52,-100.03,40.65,-100.03,9,150,0
126,2000,10,31,10/31/00,17:49:00,3,KS,20,59,0,0,0,0,0,39.33,-101.5,39.33,-101.5,0.3,50,0
545,2000,10,31,10/31/00,18:12:00,3,NE,31,56,2,0,0,0.12,0,40.85,-99.85,41.18,-99.78,23,220,0
276,2000,10,31,10/31/00,18:15:00,3,KS,20,60,0,0,0,0,0,39.63,-101.05,39.63,-100.97,0.7,70,0
538,2000,10,31,10/31/00,19:00:00,3,NE,31,57,0,0,0,0.03,0,40.47,-95.98,40.5,-95.98,2,40,0
642,2000,10,31,10/31/00,19:00:00,3,NE,31,58,2,0,0,1,0,41.33,-99.55,41.47,-99.55,12,250,0
10,2000,10,31,10/31/00,19:35:00,3,NE,31,59,1,0,0,0.75,0,41.63,-99.4,41.8,-99.33,12,250,0
537,2000,10,31,10/31/00,20:08:00,3,IA,19,45,1,0,0,0.04,0,41.02,-95.75,41.05,-95.75,2.5,70,0
583,2000,11,1,11/1/00,13:55:00,3,ND,38,24,1,2,0,0,0,46.88,-100.77,46.93,-100.85,3,50,0
584,2000,11,1,11/1/00,14:33:00,3,ND,38,25,1,0,0,0.06,0,46.95,-100.77,46.97,-101.08,22,100,0
585,2000,11,1,11/1/00,15:05:00,3,ND,38,26,0,0,0,0,0,47.15,-100.87,47.2,-100.9,2,40,0
587,2000,11,1,11/1/00,15:43:00,3,ND,38,27,0,0,0,0,0,46.85,-101.35,46.95,-101.55,12,40,0
582,2000,11,1,11/1/00,15:58:00,3,ND,38,28,0,0,0,0,0,47.4,-100.83,47.45,-101.02,20,40,0
564,2000,11,1,11/1/00,17:25:00,3,MN,27,32,1,0,0,0,0,44.92,-95.17,44.92,-95.17,0.5,30,0
547,2000,11,3,11/3/00,16:35:00,3,TX,48,127,1,2,0,0.08,0,31.17,-94.83,31.17,-94.8,2.3,30,0
570,2000,11,5,11/5/00,17:00:00,3,TX,48,128,0,0,0,0.08,0,30.75,-98.22,30.75,-98.22,1.5,50,0
546,2000,11,5,11/5/00,17:48:00,3,NE,31,60,0,0,0,0,0,40.33,-98.52,40.33,-98.52,0.1,20,0
458,2000,11,5,11/5/00,23:15:00,3,TX,48,129,1,0,0,0.03,0,30.32,-95.45,30.32,-95.45,0.5,50,0
459,2000,11,5,11/5/00,23:30:00,3,TX,48,130,0,0,0,0.01,0,30.48,-95.03,30.48,-95.03,0.5,50,0
565,2000,11,6,11/6/00,5:45:00,3,LA,22,40,2,3,0,0.2,0,30.9,-92.22,30.93,-92.18,3,20,0
590,2000,11,6,11/6/00,13:55:00,3,LA,22,41,1,0,0,0.07,0,30.27,-89.78,30.27,-89.78,1,30,0
592,2000,11,6,11/6/00,21:30:00,3,AL,1,25,2,2,0,0.1,0,30.5,-88.23,30.5,-88.23,1.5,300,0
593,2000,11,8,11/8/00,11:05:00,3,AL,1,26,1,0,0,0.15,0,30.42,-87.68,30.42,-87.68,1,100,0
594,2000,11,8,11/8/00,11:25:00,3,AL,1,27,0,0,0,0.01,0,30.52,-87.9,30.52,-87.9,1,100,0
595,2000,11,8,11/8/00,11:50:00,3,AL,1,28,1,0,0,0.2,0,30.52,-87.9,30.52,-87.9,2.5,200,0
598,2000,11,8,11/8/00,12:45:00,3,AL,1,29,0,0,0,0,0,30.55,-87.58,30.55,-87.58,0.1,50,0
369,2000,11,8,11/8/00,13:58:00,3,LA,22,42,2,0,0,0.17,0,31.85,-91.67,32.1,-91.35,25,500,0
599,2000,11,8,11/8/00,16:47:00,3,MS,28,25,0,0,0,0,0,34.53,-88.6,34.53,-88.6,1,10,0
569,2000,11,8,11/8/00,18:48:00,3,AL,1,30,0,0,0,0.01,0,32.87,-87.68,32.87,-87.67,1,40,0
589,2000,11,9,11/9/00,1:50:00,3,MS,28,26,0,0,0,0,0,31.12,-89.45,31.12,-89.45,0.5,50,0
568,2000,11,9,11/9/00,7:19:00,3,AL,1,31,1,0,0,0.1,0,31.87,-85.93,31.87,-85.9,1.9,70,0
321,2000,11,9,11/9/00,13:06:00,3,KY,21,17,1,0,0,0.07,0,37.33,-86.13,37.37,-86.13,2,70,0
322,2000,11,9,11/9/00,13:15:00,3,KY,21,18,1,0,0,0.03,0,37.22,-85.95,37.23,-85.98,2,70,0
801,2000,11,9,11/9/00,13:40:00,3,KY,21,19,1,0,0,0.15,0,36.77,-85.38,36.8,-85.38,2,70,0
250,2000,11,9,11/9/00,13:53:00,3,KY,21,20,1,0,0,0.1,0,37.55,-85.22,37.55,-85.22,0.3,70,0
996,2000,11,9,11/9/00,13:55:00,3,KY,21,21,1,0,0,0.02,0,37.7,-85.25,37.72,-85.23,2,70,0
418,2000,11,9,11/9/00,14:10:00,3,KY,21,22,1,1,0,0.01,0,37.85,-85.07,37.87,-85.03,1.5,70,0
419,2000,11,9,11/9/00,14:34:00,3,KY,21,23,1,0,0,0,0,38.07,-84.75,38.07,-84.73,0.8,70,0
567,2000,11,10,11/10/00,11:30:00,3,CA,6,9,1,0,0,0.07,0,32.95,-117.02,32.95,-117,0.4,30,0
1042,2000,11,12,11/12/00,13:36:00,3,TX,48,131,0,0,0,0.03,0,29.68,-96.7,29.68,-96.7,0.5,50,0
571,2000,11,12,11/12/00,13:45:00,3,TX,48,132,0,0,0,0.02,0,29.85,-97.67,29.87,-97.67,0.5,30,0
572,2000,11,12,11/12/00,13:50:00,3,TX,48,133,0,0,0,0.01,0,29.93,-97.3,29.93,-97.3,1,30,0
573,2000,11,12,11/12/00,14:05:00,3,TX,48,134,0,0,0,0,0,29.95,-97.02,29.95,-97.02,0.2,20,0
574,2000,11,12,11/12/00,15:35:00,3,TX,48,135,0,0,0,0,0,29.52,-97.3,29.52,-97.3,0.3,20,0
551,2000,11,12,11/12/00,15:45:00,3,TX,48,137,0,0,0,0.01,0,30.02,-96.23,30.02,-96.23,0.5,50,0
575,2000,11,12,11/12/00,15:45:00,3,TX,48,136,0,0,0,0,0,29.58,-97.07,29.58,-97.07,0.3,20,0
576,2000,11,12,11/12/00,15:45:00,3,TX,48,138,0,0,0,0,0,30.35,-97.37,30.35,-97.37,0.3,20,0
1073,2000,11,12,11/12/00,16:20:00,3,TX,48,139,0,0,0,0.01,0,30.03,-95.85,30.03,-95.85,0.5,50,0
577,2000,11,12,11/12/00,17:35:00,3,TX,48,140,0,0,0,0,0,29.5,-96.95,29.5,-96.95,0.3,20,0
578,2000,11,12,11/12/00,17:50:00,3,TX,48,141,0,0,0,0.01,0,29.28,-97.4,29.28,-97.4,0.2,20,0
579,2000,11,12,11/12/00,18:10:00,3,TX,48,142,0,0,0,0.01,0,29.38,-97.23,29.38,-97.22,0.5,30,0
591,2000,11,16,11/16/00,16:00:00,3,LA,22,43,1,0,0,0.05,0,29.33,-89.42,29.33,-89.42,0.3,50,0
1056,2000,11,23,11/23/00,22:55:00,3,TX,48,143,0,0,0,0.1,0,30.32,-95.45,30.32,-95.45,0.5,50,0
1039,2000,11,24,11/24/00,1:22:00,3,TX,48,144,1,1,0,0.25,0,29.8,-95.75,29.8,-95.75,1,50,0
1069,2000,11,24,11/24/00,2:35:00,3,TX,48,145,1,0,0,0.35,0,29.7,-95.2,29.7,-95.2,1,150,0
566,2000,11,24,11/24/00,3:50:00,3,TX,48,146,1,0,0,0.07,0,30.43,-93.97,30.43,-93.97,3,10,0
596,2000,11,24,11/24/00,10:40:00,3,AL,1,32,0,0,0,0.01,0,30.68,-88.23,30.68,-88.23,0.2,200,0
563,2000,11,25,11/25/00,9:05:00,3,FL,12,74,0,0,0,0.1,0,26.63,-80.12,26.63,-80.12,0.5,10,0
617,2000,12,15,12/15/00,0:45:00,3,ID,16,13,0,0,0,0,0,43.58,-116.57,43.58,-116.57,1,30,0
612,2000,12,16,12/16/00,10:34:00,3,AL,1,33,2,9,1,2.5,0,31.02,-85.9,31.07,-85.85,4.5,100,0
614,2000,12,16,12/16/00,11:00:00,3,AL,1,34,2,0,0,4.95,0,31.25,-85.63,31.53,-85.28,29,170,0
620,2000,12,16,12/16/00,11:30:00,3,MS,28,27,2,17,0,2.1,0,32.4,-88.67,32.5,-88.5,12,440,0
580,2000,12,16,12/16/00,12:25:00,3,AL,1,35,1,0,0,0.1,0,34.72,-87.23,34.75,-87.17,5.1,30,0
606,2000,12,16,12/16/00,12:38:00,3,AL,1,36,2,0,0,0.15,0,34.85,-87.05,34.87,-86.98,4.8,60,0
600,2000,12,16,12/16/00,12:54:00,3,AL,1,37,4,144,11,12.5,0,33.05,-87.7,33.2,-87.4,18,750,0
610,2000,12,16,12/16/00,12:55:00,3,FL,12,75,0,0,0,0,0,30.52,-86.05,30.52,-86.05,0.2,50,0
608,2000,12,16,12/16/00,13:08:00,3,TN,47,27,1,0,0,0.05,0,35.02,-86.82,35.02,-86.8,1.5,50,0
613,2000,12,16,12/16/00,13:24:00,3,FL,12,76,2,0,0,0.75,0,30.77,-85.67,30.8,-85.63,3,100,0
603,2000,12,16,12/16/00,13:29:00,3,AL,1,38,0,0,0,0,0,32.55,-87.2,32.55,-87.18,0.7,30,0
609,2000,12,16,12/16/00,13:50:00,3,FL,12,77,1,0,0,0.3,0,30.92,-85.52,30.93,-85.43,5,70,0
601,2000,12,16,12/16/00,14:20:00,3,AL,1,39,2,2,0,0.17,0,33.78,-86.32,33.83,-86.2,8.5,200,0
581,2000,12,16,12/16/00,14:46:00,3,AL,1,40,3,14,0,10.04,0,34.05,-85.93,34.12,-85.73,12.8,500,0
604,2000,12,16,12/16/00,15:17:00,3,AL,1,41,0,0,0,0,0,33.6,-85.95,33.6,-85.95,0.3,20,0
611,2000,12,16,12/16/00,15:50:00,3,GA,13,26,2,0,0,0.75,0,31.58,-84.33,31.62,-84.2,6,70,0
605,2000,12,16,12/16/00,16:55:00,3,AL,1,42,0,0,0,0,0,32.55,-86.43,32.55,-86.43,0.2,20,0
602,2000,12,16,12/16/00,17:46:00,3,AL,1,43,0,0,0,0.01,0,32.43,-85.9,32.43,-85.88,0.7,50,0
